FEEDER,CAPACITY
FD54,9858.4
FD55,9803.4
FD56,10000.0
FD57,10000.0
FD58,10000.0
FD60,10000.0
FD61,10000.0
FD62,10000.0
FD63,9970.1
FD64,10000.0
FD65,10000.0
FE51,10000.0
FE52,10000.0
FE53,10000.0
FE55,10000.0
FE56,10000.0
FE58,10000.0
FE5A,10000.0
FE5B,10000.0
FE5C,9428.2
FE5D,10000.0
FE60,10000.0
FE61,9778.0
FE65,10000.0
FE66,10000.0
FE67,10000.0
FE68,10000.0
FE69,10000.0
FE6A,10000.0
FE6B,10000.0
FE6C,10000.0
FE6D,10000.0
FE71,10000.0
FE72,10000.0
FE73,10000.0
FE74,10000.0
FF21,4924.4
FF22,5000.0
FF23,5000.0
FF24,5000.0
FF25,4986.0
FF27,5000.0
FF28,4615.4
FF29,4332.9
FF31,5000.0
FF32,4787.5
FF33,5000.0
FF34,4980.2
FF35,4663.8
FG33,5000.0
FG34,5000.0
FG35,4826.0
FG36,5000.0
FG37,4841.6
FG38,4900.3
FG39,5000.0
FG40,5000.0
FG41,4826.0
FG42,5000.0
FG43,5000.0
FG44,4925.9
FG50,9855.0
FG51,9957.3
FG53,10000.0
FG62,9855.0
FG65,10000.0
FG67,10000.0
FG68,10000.0
FG70,10000.0
FG73,10000.0
FG74,10000.0
FH51,10000.0
FH52,10000.0
FH53,9905.0
FH54,10000.0
FH55,10000.0
FH56,9440.8
FH57,9940.9
FH58,10000.0
FH59,10000.0
FH60,10000.0
FH61,10000.0
FH62,10000.0
FH63,10000.0
FH64,9993.2
FH65,10000.0
FH66,10000.0
FH67,10000.0
FH68,9500.2
FH69,10000.0
FH70,10000.0
FH71,10000.0
FH72,10000.0
FH73,7764.6
FH74,9758.6
FI51,10000.0
FI52,10000.0
FI53,10000.0
FI55,10000.0
FI59,10000.0
FI5A,10000.0
FI5B,10000.0
FI5C,10000.0
FI60,10000.0
FI61,10000.0
FI63,10000.0
FI67,10000.0
FI68,10000.0
FI69,10000.0
FI71,10000.0
FI72,10000.0
FI73,10000.0
FI74,10000.0
FI76,10000.0
FI77,10000.0
FJ01,1295.6
FJ03,2948.1
FJ04,4975.0
FJ05,1190.0
FJ06,5000.0
FJ07,4510.0
FJ11,0.0
FJ12,4900.1
FJ13,2063.6
FJ14,3143.0
FJ15,4690.6
FJ16,5000.0
FJ18,5000.0
FJ19,2984.4
FJ20,2423.7
FK21,4005.1
FK22,5000.0
FK23,5000.0
FK24,4493.9
FK25,2040.0
FK26,4584.0
FK27,1532.8
FK28,5000.0
FK29,2100.0
FK30,5000.0
FK31,4670.7
FK33,4933.3
FK34,4954.2
FK35,4253.2
FK36,5000.0
FK37,0.0
FK39,674.6
FK40,4750.0
FL01,301.4
FL02,5000.0
FL03,5000.0
FL04,3001.1
FL05,4983.8
FL06,101.3
FL07,4736.8
FL08,4481.8
FL09,4987.4
FL12,4998.0
FL14,4994.7
FL15,4933.2
FM52,10000.0
FM53,10000.0
FM55,10000.0
FM56,9900.3
FM57,10000.0
FM58,8278.0
FM59,10000.0
FM60,10000.0
FM61,10000.0
FM62,10000.0
FM63,10000.0
FM64,10000.0
FM65,0.0
FM67,4139.2
FM68,10000.0
FM69,10000.0
FM70,10000.0
FM71,10000.0
FM73,9500.0
FM74,10000.0
FN21,5000.0
FN22,4500.1
FN25,5000.0
FN26,4760.4
FN27,4499.3
FN28,5000.0
FN29,4298.0
FN30,5000.0
FN31,5000.0
FN32,4724.0
FN33,5000.0
FN34,5000.0
FN36,4027.6
FN38,5000.0
FN39,4750.0
FN40,5000.0
FO01,5000.0
FO02,5000.0
FO03,5000.0
FO04,4781.0
FO05,5000.0
FO06,5000.0
FO07,3500.4
FO08,5000.0
FO09,5000.0
FO10,5000.0
FO11,4900.9
FO12,5000.0
FO13,5000.0
FO14,4900.3
FO15,4577.9
FO56,9976.0
FO57,10000.0
FO58,10000.0
FO59,10000.0
FO65,10000.0
FO67,10000.0
FO68,10000.0
FO69,10000.0
FO75,10000.0
FO76,9103.0
FO77,10000.0
FO78,10000.0
FO79,10000.0
FP21,5000.0
FP22,4994.7
FP23,5000.0
FP24,4902.5
FP25,4915.4
FP26,5000.0
FP27,4522.5
FP28,5000.0
FP29,4598.2
FP30,5000.0
FP31,5000.0
FP32,4980.0
FP33,5000.0
FP34,2828.0
FP35,4990.4
FP36,4948.5
FP37,4902.8
FP38,4807.6
FP39,4651.8
FP40,4853.1
FP41,4927.2
FP42,3937.6
FP43,4926.8
FP44,4980.5
FP45,5000.0
FQ01,4943.8
FQ02,4987.1
FQ03,5000.0
FQ04,4997.6
FQ05,4980.2
FQ06,4996.9
FQ07,5000.0
FQ08,4980.2
FQ09,4957.7
FQ10,4030.0
FQ50,10000.0
FQ53,10000.0
FQ54,9901.2
FQ60,9745.9
FQ61,10000.0
FQ62,10000.0
FQ63,9969.5
FQ64,10000.0
FQ70,9180.4
FR21,4781.2
FR22,4809.5
FR23,4672.1
FR24,4785.8
FR25,4970.5
FR27,5000.0
FR28,3536.9
FR29,4506.9
FR30,4909.2
FR31,3994.3
FR32,3240.0
FR33,2876.9
FR34,4972.2
FR35,4650.5
FR36,5000.0
FR37,4370.0
FR38,4993.4
FR39,4987.5
FR40,5000.0
FS21,4953.2
FS22,2429.5
FS24,4998.2
FS25,4435.8
FS27,5000.0
FS28,5000.0
FS29,4189.8
FS30,5000.0
FS31,4815.5
FS33,4345.6
FS34,5000.0
FS35,4571.7
FT21,4902.0
FT22,4839.4
FT23,5000.0
FT25,4781.2
FT26,4937.2
FT27,5000.0
FT28,4753.6
FT29,5000.0
FT30,5000.0
FT31,5000.0
FT32,5000.0
FT33,4866.4
FT35,4409.0
FU21,4990.3
FU22,4980.1
FU23,5000.0
FU24,4991.7
FU25,4905.9
FV01,4930.0
FV02,5000.0
FV03,2550.0
FV04,4788.3
FV05,2410.0
FV06,5000.0
FV08,3749.4
FV09,3480.0
FV10,4768.2
FV11,5000.0
FV12,5000.0
FV13,3820.0
FV14,3510.0
FV15,3770.0
FV17,4918.4
FV18,4458.4
FW21,3575.5
FW22,4372.7
FW23,4905.3
FW24,4700.0
FW25,4984.6
FW26,5000.0
FW27,5000.0
FW28,4911.5
FW29,4873.2
FW30,4980.2
FW31,4802.7
FW32,5000.0
FW33,4472.0
FW34,4927.7
FW35,2060.0
FW36,5000.0
FW37,5000.0
FW38,5000.0
FW39,5000.0
FW40,4950.5
FX01,4959.9
FX02,1730.0
FX03,5000.0
FX06,0.0
FX07,1670.0
FX08,4848.8
FX09,4766.6
FX10,4960.0
FX58,10000.0
FX59,9990.6
FX60,8630.5
FX67,10000.0
FX68,9647.5
FX69,10000.0
FX70,10000.0
FY21,5000.0
FY22,4943.0
FY23,4962.8
FY24,5000.0
FY25,5000.0
FY26,5000.0
FY27,5000.0
FY28,5000.0
FY29,5000.0
FY30,5000.0
FY31,5000.0
FY32,4785.9
FY33,5000.0
FY34,5000.0
FY35,5000.0
FZ21,4877.6
FZ22,5000.0
FZ23,4648.8
FZ24,4532.4
FZ25,4901.6
FZ26,2804.2
FZ27,5000.0
FZ28,3230.0
FZ29,4875.4
FZ30,5000.0
FZ31,4389.5
FZ32,4985.4
FZ33,4977.0
FZ34,4973.3
FZ35,5000.0
