FEEDER,CAPACITY
F201,4980.2
F202,5000.0
F203,4995.0
F204,4562.2
F205,4927.2
F206,4980.4
F211,5000.0
F212,5000.0
F213,4971.1
F214,5000.0
F257,10000.0
F258,10000.0
F259,9521.3
F260,10000.0
F265,9637.3
F266,10000.0
F267,9634.1
F268,10000.0
F269,9980.2
F270,10000.0
F301,4902.7
F302,5000.0
F303,4903.7
F304,4978.2
F305,4980.8
F311,2670.0
F312,0.0
F313,0.0
F314,1730.0
F315,4866.9
F401,4993.3
F402,4844.0
F403,5000.0
F404,5000.0
F405,4649.5
F406,5000.0
F407,4880.0
F408,4591.7
F409,4569.3
F410,4992.0
F411,4980.2
F412,4986.7
F413,5000.0
F414,0.0
F415,5000.0
F416,5000.0
F417,5000.0
F418,5000.0
F419,5000.0
F420,5000.0
F451,10000.0
F452,9994.2
F453,10000.0
F454,10000.0
F455,10000.0
F456,10000.0
F457,10000.0
F458,10000.0
F502,4541.7
F503,5000.0
F650,8199.1
F651,9932.8
F652,10000.0
F653,10000.0
F654,10000.0
F655,9976.6
F656,9801.0
F657,9980.4
F658,9659.1
F659,9748.7
F660,9906.4
F661,10000.0
F662,10000.0
F663,10000.0
F664,9500.3
F665,10000.0
F751,9682.6
F752,10000.0
F753,10000.0
F755,10000.0
F757,10000.0
F758,10000.0
F759,10000.0
F75A,10000.0
F75B,10000.0
F75C,10000.0
F75D,10000.0
F760,10000.0
F761,10000.0
F762,9850.4
F763,10000.0
F765,10000.0
F766,10000.0
F767,10000.0
F768,10000.0
F769,10000.0
F76A,10000.0
F76C,10000.0
F770,10000.0
F771,10000.0
F772,10000.0
F773,10000.0
F774,10000.0
F775,10000.0
F776,10000.0
F777,10000.0
F778,10000.0
F901,5000.0
F902,4865.3
F904,5000.0
F905,4277.7
F906,4484.9
F907,5000.0
F908,5000.0
F910,5000.0
F911,5000.0
F912,5000.0
F913,5000.0
F914,5000.0
F915,4900.9
F916,4304.0
F917,5000.0
F918,4917.5
F919,4969.4
F920,4966.7
F951,9812.1
F952,10000.0
F953,9594.7
F956,10000.0
F957,10000.0
F958,9990.3
FA37,4994.7
FA39,5000.0
FA40,5000.0
FA53,9882.9
FA54,10000.0
FA55,9937.3
FA57,10000.0
FA58,10000.0
FA61,10000.0
FA63,10000.0
FA64,10000.0
FA65,10000.0
FA66,10000.0
FA67,10000.0
FA68,9992.9
FB24,4707.2
FB25,4986.2
FB26,4900.9
FB27,5000.0
FB28,4900.3
FB29,5000.0
FB30,5000.0
FB32,4900.3
FB33,5000.0
FB34,5000.0
FB35,5000.0
FC01,4537.0
FC02,4917.4
FC03,5000.0
FC04,4130.0
FC05,3770.0
FC06,5000.0
FC07,5000.0
FC08,5000.0
FC09,4970.7
FC10,4900.3
FC11,2670.0
FC12,4924.4
FC13,5000.0
FC14,4411.4
FC15,5000.0
FC16,5000.0
FC17,4966.2
FC18,5000.0
FC19,4751.6
FC20,5000.0
FC21,5000.0
FC23,5000.0
FC24,4863.1
FC25,4976.3
FC26,4868.9
FC27,5000.0
FC28,4900.9
FC29,5000.0
FC30,5000.0
FD20,4615.0
FD21,5000.0
FD22,5000.0
FD23,4705.4
FD24,4857.8
FD25,4540.2
FD26,5000.0
FD27,5000.0
FD28,4900.7
FD29,4606.4
FD30,5000.0
FD32,4583.9
FD33,4683.8
FD34,5000.0
FD35,5000.0
FD36,4920.5
FD37,4887.2
FD38,5000.0
FD39,4807.4
FD51,10000.0
FD52,9705.4
