FEEDER,CAPACITY
XO61,9983.5
XO62,10000.0
XO63,10000.0
XO64,9807.6
XO65,10000.0
XO71,10000.0
XO72,10000.0
XO74,9973.0
XO75,9810.2
XP21,5000.0
XP22,0.0
XP23,2245.1
XP24,0.0
XP25,5000.0
XP26,5000.0
XP27,1590.0
XP28,0.0
XP29,2807.6
XP30,0.0
XP31,4900.5
XP32,3341.4
XP33,5000.0
XP34,0.0
XP35,1556.3
XP36,0.0
XP37,0.0
XP38,5000.0
XP39,4004.8
XP40,239.6
XQ21,0.0
XQ22,380.0
XQ23,0.0
XQ24,5000.0
XQ25,0.0
XQ26,2000.0
XQ27,5000.0
XQ28,0.0
XQ29,0.0
XQ30,360.0
XQ31,3376.1
XQ32,2.0
XQ33,3030.0
XQ34,0.0
XQ35,5000.0
XQ36,0.0
XQ37,0.0
XQ38,0.0
XQ39,1334.8
XQ40,0.0
XR21,1537.0
XR22,1448.0
XR23,0.0
XR24,4990.1
XR25,325.1
XR31,833.5
XR32,2715.0
XR33,3324.9
XR34,0.0
XR35,0.0
XT21,5000.0
XT22,5000.0
XT23,5000.0
XT24,5000.0
XT25,5000.0
XT26,3221.7
XT27,700.4
XT28,0.0
XT29,0.0
XT30,0.0
XU26,4017.8
XU27,4035.0
XU28,4315.0
XU30,5000.0
XU36,2063.5
XU37,4361.0
XU38,4083.8
XU39,4431.1
XU40,4986.2
XU51,8574.0
XU53,10000.0
XU54,10000.0
XU55,8981.7
XU61,10000.0
XU62,10000.0
XU63,7027.0
XU64,9630.2
XU65,10000.0
XW31,4784.3
XW32,0.0
XW33,4355.3
XW34,4505.3
XW35,0.0
XW36,4221.7
XW37,1038.8
XW38,0.0
XW39,4855.5
XW40,3020.1
XW61,10000.0
XW62,9979.3
XW65,4850.9
XW71,9990.1
XW72,9935.2
XW75,9972.5
XX21,2377.0
XX22,2504.9
XX23,16.0
XX24,4769.6
XX25,4539.9
XX26,2790.7
XX27,4951.1
XX28,0.0
XX29,504.1
XX30,4562.3
XZ21,4123.5
XZ22,3760.0
XZ23,4957.1
XZ24,4530.2
XZ25,5000.0
XZ36,4576.6
XZ37,5000.0
XZ38,4384.2
XZ39,4018.4
XZ40,4834.5
XZ56,9988.0
XZ57,9860.1
XZ58,9303.8
XZ59,9941.1
XZ60,10000.0
XZ61,10000.0
XZ62,7280.8
XZ63,9548.7
XZ64,10000.0
XZ65,9602.4
