ROWNUM, X, Y, FEEDER
1,246593.41099999999,2733540.1260000002,F301
2,246431.70800000001,2733522.6529999999,F301
3,246333.94200000001,2732878.7149999999,F301
4,246466.65299999999,2733009.2220000001,F301
5,250028.72399999999,2726920.7919999999,F305
6,250072.79199999999,2726870.3330000001,F305
7,249939.894,2726982.6910000001,F305
8,241172.658,2731405.3990000002,F306
9,240744.10399999999,2731422.878,F306
10,241620.64300000001,2731197.108,F306
11,241344.16500000001,2731386.8960000002,F306
12,240846.47399999999,2731422.7420000001,F306
13,241292.98000000001,2731349.2960000001,F306
14,241579.636,2731115.8760000002,F306
15,241405.52499999999,2731363.5699999998,F306
16,241348.45499999999,2731473.7910000002,F306
17,241523.514,2731435.1439999999,F306
18,240978.796,2731453.182,F306
19,241223.16699999999,2731431.9380000001,F306
20,241023.02900000001,2731360.7930000001,F306
21,241606.50899999999,2731271.1660000002,F306
22,241057,2731554,F306
23,241232.788,2731506.0329999998,F306
24,240929.18299999999,2731378.051,F306
25,241087.084,2731412.5800000001,F306
26,241378.37899999999,2731606.8569999998,F306
27,241483.42600000001,2730931.7510000002,F309
28,242630.75899999999,2730925.398,F309
29,242261.70199999999,2730347.8560000001,F309
30,244881.56599999999,2730667.7039999999,F309
31,242375.17300000001,2730472.798,F309
32,244754.927,2731055.4780000001,F309
33,242797.08300000001,2730211.1129999999,F309
34,244755.242,2731175.196,F309
35,242192.367,2730412.8859999999,F309
36,244707.90599999999,2730788.9730000002,F309
37,242467.704,2730612.3319999999,F309
38,243135.049,2730511.3399999999,F309
39,242011.217,2730704.4219999998,F309
40,244603.527,2730714.6469999999,F309
41,244586.90299999999,2731092.4130000002,F309
42,242512.04000000001,2730280.5180000002,F309
43,244838.17600000001,2731138.2489999998,F309
44,242968.06,2730295.5060000001,F309
45,243639.128,2731898.7629999998,F309
46,244368.42499999999,2730691.1000000001,F309
47,242602.21799999999,2731078.8829999999,F309
48,244877.497,2731232.1290000002,F309
49,244290.21100000001,2730926.9470000002,F309
50,243895.492,2731497.892,F309
51,242206.17300000001,2730377.1400000001,F309
52,242828.962,2730871.7889999999,F309
53,244758.17499999999,2730684.8629999999,F309
54,241875.82000000001,2731104.7779999999,F309
55,242713.71299999999,2730813.8569999998,F309
56,242937.342,2730521.8909999998,F309
57,241949.63200000001,2731108.4309999999,F309
58,244377.41800000001,2731328.5959999999,F309
59,243125.15599999999,2730620.6320000002,F309
60,244591.59,2731212.156,F309
61,244562.38,2731434.094,F309
62,243061.95800000001,2730660.6540000001,F309
63,244343.571,2731003.9739999999,F309
64,244161.53700000001,2731625.747,F309
65,244515.66099999999,2730726.6609999998,F309
66,244304.23000000001,2731535.5970000001,F309
67,242552.21299999999,2730174.2570000002,F309
68,244690.231,2731064.8849999998,F309
69,242740.609,2731109.2889999999,F309
70,243863.12700000001,2731776.423,F309
71,241898.302,2731032.3760000002,F309
72,244459.38699999999,2730724.7059999998,F309
73,242101.71100000001,2730684.6269999999,F309
74,244437.00599999999,2730633.3169999998,F309
75,242352.66,2731080.7370000002,F309
76,244098.91699999999,2731899.2560000001,F309
77,242714.34,2730676.6090000002,F309
78,241703.60500000001,2730846.2829999998,F309
79,242540.16099999999,2730686.8360000001,F309
80,242041.29399999999,2731088.8190000001,F309
81,242141.60999999999,2730951.969,F309
82,242039.614,2730581.6860000002,F309
83,243155.193,2730729.6809999999,F309
84,244539.58199999999,2730988.8760000002,F309
85,243195.53,2730491.1430000002,F309
86,242030.22399999999,2730820.7969999998,F309
87,243822.704,2731944.0970000001,F309
88,244380.71100000001,2730938.361,F309
89,242296.16500000001,2730420.503,F309
90,244848.679,2730510.3229999999,F309
91,241968.91399999999,2730785.2149999999,F309
92,242298.54000000001,2730835.051,F309
93,244139.87400000001,2731926.0010000002,F309
94,242704.84400000001,2731161.2390000001,F309
95,244641.06099999999,2730656.966,F309
96,244880.83199999999,2731004.7680000002,F309
97,242317.685,2730548.5529999998,F309
98,243579.05300000001,2731984.5860000001,F309
99,244710.033,2730589.8629999999,F309
100,244908.17199999999,2731155.889,F309
101,242970.56400000001,2730898.3530000001,F309
102,242932.00599999999,2731073.6060000001,F309
103,242939.701,2730916.9569999999,F309
104,242796.652,2731054.548,F309
105,242637.23999999999,2730297.3309999998,F309
106,242312.96299999999,2730686.7450000001,F309
107,245737.348,2730995.6809999999,F309
108,241356.603,2730974.8059999999,F309
109,244674.69,2731135.6740000001,F309
110,242227.603,2730899.8059999999,F309
111,244447.98499999999,2731109.2579999999,F309
112,245966.54999999999,2730975.514,F309
113,244513.73999999999,2731300.6179999998,F309
114,244913.372,2730809.9300000002,F309
115,244923.42300000001,2731203.8999999999,F309
116,242798.5,2730321.7059999998,F309
117,243051.89600000001,2730561.4350000001,F309
118,242020.95300000001,2730902.7779999999,F309
119,245753.01699999999,2730857.872,F309
120,241008.31400000001,2731035.8089999999,F309
121,245889.11499999999,2730904.5460000001,F309
122,243063.367,2730447.7140000002,F309
123,245355.83799999999,2731073.105,F310
124,245080.89499999999,2731007.7749999999,F310
125,245660.201,2731135.551,F310
126,245721.10200000001,2731199.0040000002,F310
127,245584.962,2731101.301,F310
128,245731.99799999999,2731220.6719999998,F310
129,245414.74900000001,2731091.1499999999,F310
130,245299.38800000001,2730981.2599999998,F310
131,245623.40700000001,2731193.7200000002,F310
132,245472.09700000001,2731083.5920000002,F310
133,245351.64000000001,2731107.6150000002,F310
134,245171.886,2731015.8089999999,F310
135,246582.557,2731066.7390000001,F315
136,246316.40599999999,2731114.4300000002,F315
137,246548.64999999999,2731077.79,F315
138,246671.04000000001,2730881.5090000001,F315
139,246759.44099999999,2730812.5260000001,F315
140,246736.50099999999,2730373.676,F315
141,245456.54199999999,2730881.5460000001,F316
142,245949.84299999999,2730892.5189999999,F316
143,245887.15599999999,2730831.5980000002,F316
144,245837.842,2730623.2960000001,F316
145,246588.10699999999,2730107.6189999999,F316
146,246220.283,2730639.6060000001,F316
147,245591.171,2729436.193,F316
148,246435.86600000001,2730335.0010000002,F316
149,245317.90299999999,2730891.0419999999,F316
150,245681.283,2730957.0019999999,F316
151,245958.19500000001,2730527.412,F316
152,245541.69099999999,2730684.9040000001,F319
153,245510.40400000001,2728557.9139999999,F319
154,247077.44500000001,2729047.003,F319
155,245400.19099999999,2728094.122,F319
156,245556.28099999999,2728086.4219999998,F319
157,246155.476,2729236.0490000001,F319
158,246163.092,2729518.9509999999,F319
159,245604.80100000001,2731069.1230000001,F319
160,245382.908,2728258.713,F319
161,245820.97,2729330.7510000002,F319
162,247362.5,2728853.4210000001,F319
163,245646.601,2730639.5389999999,F319
164,247098.80300000001,2729507.253,F319
165,245180.258,2728416.554,F319
166,247345.69699999999,2728982.3390000002,F319
167,245558.85200000001,2730766.091,F319
168,246034.75700000001,2729420.8599999999,F319
169,247011.00899999999,2729455.2289999998,F319
170,245670.32000000001,2729275.1099999999,F319
171,245985.78899999999,2729170.4709999999,F319
172,245693.52299999999,2730465.3859999999,F319
173,246481.351,2729380.781,F319
174,245918.85399999999,2728669.5359999998,F319
175,245198.408,2728370.3420000002,F319
176,245523.546,2728284.0559999999,F319
177,247159.245,2729150.4139999999,F319
178,246666.45499999999,2729457.798,F319
179,245500.46900000001,2728264.0610000002,F319
180,247546.38500000001,2728965.9879999999,F319
181,246614.70699999999,2729606.2179999999,F319
182,245550.35999999999,2728717.693,F319
183,245247.03,2731051.2409999999,F319
184,247030.39600000001,2729270.9100000001,F319
185,246126.14799999999,2729478.6060000001,F319
186,245734.12400000001,2729039.6239999998,F319
187,245739.255,2729893.2740000002,F319
188,247434.74400000001,2728977.4879999999,F319
189,246984.39000000001,2728949.301,F319
190,246718.51000000001,2729636.9180000001,F319
191,245960.15700000001,2729696.8539999998,F319
192,245284.90400000001,2728478.3790000002,F319
193,245641.649,2728959.7599999998,F319
194,245460.82399999999,2728466.8900000001,F319
195,245847.73800000001,2729773.4160000002,F319
196,245704.10000000001,2729638.9410000001,F319
197,245709.32199999999,2729476.9369999999,F319
198,245860.41899999999,2729074.602,F319
199,246395.035,2729442.3790000002,F319
200,246065.11300000001,2729557.8879999998,F319
201,245831.18100000001,2730134.6009999998,F319
202,246486.38800000001,2729595.9240000001,F319
203,245765.40700000001,2728763.2050000001,F319
204,245375.891,2728352.4559999998,F319
205,245495.58300000001,2731104.5120000001,F319
206,245918.28700000001,2729488.8599999999,F319
207,247323.01699999999,2728762.1499999999,F319
208,245088.552,2731050.1690000002,F319
209,247699.288,2728835.7250000001,F319
210,246971.739,2729300.6880000001,F319
211,245711.59899999999,2730364.719,F319
212,245919.58300000001,2728551.3360000001,F319
213,245519.02299999999,2729048.8360000001,F319
214,245751.03,2729969.3100000001,F319
215,245827.40400000001,2729512.5830000001,F319
216,245646.36499999999,2729037.0580000002,F319
217,245686.36900000001,2728563.5460000001,F319
218,247125.10800000001,2729279.9419999998,F319
219,245544.997,2728153.6129999999,F319
220,245839.908,2728680.7940000002,F319
221,247127.685,2728899.7310000001,F319
222,246082.21100000001,2728735.7429999998,F319
223,246958.94200000001,2729163.1460000002,F319
224,245539.804,2728671.4709999999,F319
225,245433.72200000001,2728375.1069999998,F319
226,245688.11799999999,2729398.6940000001,F319
227,246736.13,2729186.1439999999,F319
228,246578.19,2729196.9819999998,F319
229,246286.98699999999,2729444.1170000001,F319
230,245321.52100000001,2728169.2039999999,F319
231,245959.685,2729564.6499999999,F319
232,246296.511,2729555,F319
233,245630.451,2730558.8059999999,F319
234,246079.75399999999,2729278.4029999999,F319
235,246713.03899999999,2733810.327,F320
236,245584.76999999999,2733399.1129999999,F320
237,244324.73800000001,2733201.341,F320
238,245258.011,2731474.4980000001,F320
239,243805.76500000001,2733857.8459999999,F320
240,245282.24100000001,2731554.4920000001,F320
241,243878.671,2733061.077,F320
242,245848.212,2733235.5060000001,F320
243,245571.37299999999,2733744.5010000002,F320
244,243834.71299999999,2733177.0010000002,F320
245,243864.64999999999,2733757.2949999999,F320
246,245165.70499999999,2731509.9649999999,F320
247,244074.92300000001,2733060.057,F320
248,242901.60500000001,2733332.8339999998,F320
249,243144.40100000001,2733611.4819999998,F320
250,244637.47700000001,2732949.1869999999,F320
251,244759.592,2733415.281,F320
252,245269.66,2732199.8990000002,F320
253,244700.742,2732908.267,F320
254,245085.96299999999,2733496.27,F320
255,245183.845,2732207.2379999999,F320
256,243561.109,2733421.9750000001,F320
257,245119.92499999999,2731407.6299999999,F320
258,245340.32199999999,2732272.4130000002,F320
259,245192.11900000001,2731272.034,F320
260,245474.679,2733399.2919999999,F320
261,245468.402,2732965.3810000001,F320
262,243703.821,2733638.3360000001,F320
263,245946.22500000001,2733218.9380000001,F320
264,245205.02100000001,2731663.1290000002,F320
265,246266.83600000001,2733089.8500000001,F320
266,243368.603,2733441.977,F320
267,244954.663,2732909.3139999998,F320
268,242821.00399999999,2733405.4589999998,F320
269,245771.239,2732557.2760000001,F320
270,245610.378,2733356.0690000001,F320
271,245707.50700000001,2732608.6910000001,F320
272,246259.49900000001,2733892.557,F320
273,244841.24299999999,2732466.6869999999,F320
274,245702.88800000001,2733553.2039999999,F320
275,243369.38399999999,2733008.1170000001,F320
276,243880.41899999999,2733606.986,F320
277,243069.20300000001,2733243.3990000002,F320
278,245554.06899999999,2733096.2659999998,F320
279,246044.90299999999,2733138.5490000001,F320
280,244029.128,2732939.8679999998,F320
281,245626.546,2733502.5959999999,F320
282,246275.867,2732794.699,F320
283,243923.693,2733940.6260000002,F320
284,245885.527,2733552.102,F320
285,245065.867,2732126.8909999998,F320
286,245384.28,2732836.8840000001,F320
287,245894.288,2733741.6630000002,F320
288,245965.073,2733944.4539999999,F320
289,246438.285,2734048.4219999998,F320
290,242908.66399999999,2733282.034,F320
291,244898.12299999999,2732681.622,F320
292,242797.628,2733230.7689999999,F320
293,244437.80799999999,2732786.0720000002,F320
294,245455.99799999999,2733061.4470000002,F320
295,245291.06,2732626.77,F320
296,246510.087,2734044.0690000001,F320
297,243383.64300000001,2733145.9049999998,F320
298,245957.723,2733482.162,F320
299,246291.42000000001,2734013.3300000001,F320
300,244928.636,2732136.716,F320
301,244881.226,2732954.8999999999,F320
302,246169.927,2732541.1329999999,F320
303,245577.196,2732549.0610000002,F320
304,245073.54199999999,2732845.7519999999,F320
305,245608.82500000001,2732939.4270000001,F320
306,244864.448,2732575.6860000002,F320
307,245378.587,2733554.264,F320
308,243229.791,2732981.2620000001,F320
309,243533.42600000001,2733121.9190000002,F320
310,245341.73000000001,2732433.9789999998,F320
311,245601.78,2733198.906,F320
312,245420.326,2732604.7710000002,F320
313,243173.527,2733432.4640000002,F320
314,244652.576,2733200.9900000002,F320
315,246166.11799999999,2733375.8769999999,F320
316,246463.27600000001,2733931.8450000002,F320
317,245984.19399999999,2732537.5,F320
318,245398.856,2732295.5669999998,F320
319,245477.60000000001,2733352.733,F320
320,244721.49900000001,2732110.6499999999,F320
321,244735.89499999999,2733268.3590000002,F320
322,245211.739,2732758.4780000001,F320
323,245143.52600000001,2731650.156,F320
324,245966.26999999999,2733096.7769999998,F320
325,245778.72399999999,2732233.1269999999,F320
326,243019.46599999999,2733594.7340000002,F320
327,244767.33600000001,2733301.165,F320
328,245331.91399999999,2732536.247,F320
329,243733.484,2733018.909,F320
330,243633.356,2733090.8029999998,F320
331,244989.51699999999,2731784.2850000001,F320
332,245897.70600000001,2732586.7940000002,F320
333,245183.617,2731307.858,F320
334,245686.446,2732548.2790000001,F320
335,245662.739,2733277.3670000001,F320
336,245109.14600000001,2731209.8089999999,F320
337,246177.50200000001,2733850.568,F320
338,245277.34700000001,2732591.4909999999,F320
339,243461.68700000001,2733105.051,F320
340,245519.01999999999,2732291.0780000002,F320
341,245326.16200000001,2732650.6880000001,F320
342,245522.285,2732150.0520000001,F320
343,245229.98199999999,2731989.608,F320
344,246618.05900000001,2733866.8879999998,F320
345,245781.43599999999,2733418.9640000002,F320
346,245256.04300000001,2731377.5559999999,F320
347,243265.95600000001,2733195.7050000001,F320
348,246222.37599999999,2733931.2170000002,F320
349,245510.28200000001,2733314.1850000001,F320
350,243875.821,2732947.7289999998,F320
351,243965.30100000001,2733179.3050000002,F320
352,245101.01199999999,2731299.182,F320
353,244177.155,2733077.71,F320
354,245213.641,2731840.8089999999,F320
355,260180,2710200,FU22
356,260679.948,2711167.0109999999,FU22
357,260742.96799999999,2711032.3999999999,FU22
358,260757.43100000001,2711296.3080000002,FU22
359,258523.94,2710338.8730000001,FU22
360,260683.94699999999,2710928.5970000001,FU22
361,256149.14799999999,2710150.8100000001,FU22
362,237408.986,2736562.6860000002,FW35
363,238590,2736320,FW35
364,238752.41399999999,2736455.3659999999,FW35
365,238704.715,2736365.9249999998,FW35
366,239701.19399999999,2737240.977,FW35
367,237234.552,2736466.5529999998,FW35
368,235039.21100000001,2688783.1800000002,GL31
369,235713.45000000001,2688885.3769999999,GL31
370,231842.5,2688418.0070000002,GL31
371,237347.51199999999,2688517.3960000002,GL31
372,235120.147,2688218.048,GL31
373,235393.872,2688227.0189999999,GL31
374,232907.334,2688366.307,GL31
375,234423.47500000001,2687885.0449999999,GL31
376,238235.476,2688202.0819999999,GL31
377,233883.75700000001,2688593.5580000002,GL31
378,234955.56700000001,2688349.412,GL31
379,239444.658,2687881.5109999999,GL31
380,233835.63699999999,2687421.02,GL31
381,234245.48699999999,2687407.7289999998,GL31
382,234709.56,2688154.216,GL31
383,233042.728,2687474.9139999999,GL31
384,233114.03599999999,2688428.3769999999,GL31
385,232088.38399999999,2688152.128,GL31
386,232578.39999999999,2687736.2990000001,GL31
387,235113.10999999999,2687847.0720000002,GL31
388,239469.274,2688147.6349999998,GL31
389,238945.179,2687873.0010000002,GL31
390,236942.38800000001,2689062.628,GL31
391,233621.97700000001,2688660.977,GL31
392,239900.791,2687923.1460000002,GL31
393,234066.15900000001,2687461.6949999998,GL31
394,238790.23300000001,2688598.327,GL31
395,235373.68799999999,2688758.2119999998,GL31
396,239097.72099999999,2687846.5440000002,GL31
397,235622.44699999999,2688148.6460000002,GL31
398,233069.03400000001,2687582.199,GL31
399,236824.65900000001,2688981.9360000002,GL31
400,236456.56400000001,2688497.2050000001,GL31
401,234656.70699999999,2688155.6570000001,GL31
402,232286.899,2688655.5750000002,GL31
403,232210.90599999999,2688557.8930000002,GL31
404,235680.83600000001,2689042.2480000001,GL31
405,239012.32199999999,2688017.7089999998,GL31
406,235087.065,2687540.0860000001,GL31
407,235379.79699999999,2688434.3939999999,GL31
408,234772.095,2688852.9350000001,GL31
409,232485.557,2688404.1680000001,GL31
410,236629.43799999999,2687952.7599999998,GL31
411,233546.36600000001,2687362.318,GL31
412,235162.5,2687489.1669999999,GL31
413,234590.674,2688184.0899999999,GL31
414,233188.78200000001,2687424.7999999998,GL31
415,234554.20199999999,2687447.7659999998,GL31
416,233014.48199999999,2688304.0299999998,GL31
417,233356.84899999999,2687501.8050000002,GL31
418,232236.42300000001,2688927.4679999999,GL31
419,235036.19399999999,2688073.4870000002,GL31
420,234082.41200000001,2688737.1600000001,GL31
421,232598.59599999999,2688123.8709999998,GL31
422,235524.08799999999,2688809.659,GL31
423,232265.378,2688307.3900000001,GL31
424,239860.44099999999,2688142.8500000001,GL31
425,232612.76699999999,2687480.9190000002,GL31
426,233561.00899999999,2688244.165,GL31
427,236054.66800000001,2688130.031,GL31
428,233738.44,2688269.4700000002,GL31
429,239796.486,2687944.1290000002,GL31
430,233833.85200000001,2688133.9550000001,GL31
431,236636.89600000001,2688348.7050000001,GL31
432,234918.99100000001,2688292.889,GL31
433,233822.38099999999,2688690.236,GL31
434,236772.39300000001,2688230.7119999998,GL31
435,232542.28700000001,2688831.642,GL31
436,232932.986,2688590.2480000001,GL31
437,233745.495,2687919.2280000001,GL31
438,234530.05499999999,2688818.9350000001,GL31
439,233920.89999999999,2688649.986,GL31
440,233299.29199999999,2687731.5950000002,GL31
441,235243.701,2688243.514,GL31
442,234514.728,2687543.5490000001,GL31
443,237868.451,2688296.3760000002,GL31
444,233148.95600000001,2688350.9980000001,GL31
445,233873.008,2687316.79,GL31
446,238069.38200000001,2688200.1209999998,GL31
447,232410.57000000001,2688859.3459999999,GL31
448,234814.94200000001,2688741.2450000001,GL31
449,235875.16500000001,2688155.713,GL31
450,232307.307,2688638.679,GL31
451,233802.33100000001,2688389.5819999999,GL31
452,235536.97,2688755.0079999999,GL31
453,232410.54699999999,2688709.7069999999,GL31
454,233138.899,2688633.051,GL31
455,232517.989,2688275.0019999999,GL31
456,235515.07999999999,2687938.6359999999,GL31
457,235581.897,2688961.9890000001,GL31
458,233478.38699999999,2688634.7590000001,GL31
459,235700.66500000001,2687779.8689999999,GL31
460,236555.01500000001,2689067.5920000002,GL31
461,235324.87299999999,2688988.091,GL31
462,233442.97200000001,2688506.585,GL31
463,233817.378,2688483.7110000001,GL31
464,235087.155,2687713.102,GL31
465,235734.56700000001,2688161.193,GL31
466,236036.22,2688259.5929999999,GL31
467,237791.5,2688110.1159999999,GL31
468,233357.826,2688054.4840000002,GL31
469,234199.21799999999,2687818.3390000002,GL31
470,232211.79699999999,2688018.5869999998,GL31
471,233485.68100000001,2687689.301,GL31
472,236219.19099999999,2688166.176,GL31
473,232142.64000000001,2688784.2850000001,GL31
474,237012.674,2688620.0580000002,GL31
475,233975.75700000001,2688144.571,GL31
476,232333.364,2687970.9870000002,GL31
477,235958.03899999999,2687957.966,GL31
478,236010.59,2688447.176,GL31
479,232147.36900000001,2688210.716,GL31
480,236429.111,2688577.1570000001,GL31
481,233653.057,2688220.8470000001,GL31
482,232869.149,2688184.929,GL31
483,234882.10800000001,2688866.1490000002,GL31
484,234254.62599999999,2688167.2710000002,GL31
485,237046.26699999999,2688260.4849999999,GL31
486,232161.22500000001,2688081.0329999998,GL31
487,234990.07000000001,2687711.6740000001,GL31
488,234029.27100000001,2687987.3229999999,GL31
489,232163.745,2688852.1030000001,GL31
490,232277.223,2687723.1170000001,GL31
491,233375.09400000001,2688443.6910000001,GL31
492,237552.30100000001,2688578.5630000001,GL31
493,237349.02100000001,2688111.852,GL31
494,233738.005,2688115.29,GL31
495,232416.25599999999,2688679.645,GL31
496,234337.04999999999,2688001.3829999999,GL31
497,235866.859,2688428.477,GL31
498,238171.33499999999,2688041.787,GL31
499,234060.04000000001,2688494.3119999999,GL31
500,232797.35399999999,2687829.6320000002,GL31
501,238706.88800000001,2688136.071,GL31
502,232917.10500000001,2688452.5,GL31
503,234147.239,2687931.162,GL31
504,235243.25700000001,2689032.2769999998,GL31
505,233708.367,2688706.4360000002,GL31
506,237870.48000000001,2688036.5350000001,GL31
507,233023.54300000001,2687883.1069999998,GL31
508,239158.06099999999,2687839.6860000002,GL31
509,233214.95800000001,2688132.699,GL31
510,239602.48699999999,2688085.3459999999,GL31
511,235091.55300000001,2688455.0490000001,GL31
512,232471.30900000001,2688518.4500000002,GL31
513,234323.48300000001,2688829.1269999999,GL31
514,235174.24299999999,2689119.2999999998,GL31
515,236357.79399999999,2688312.1860000002,GL31
516,239606.19699999999,2687800.7230000002,GL31
517,237745.91500000001,2688031.0550000002,GL31
518,239246.981,2688206.5109999999,GL31
519,233368.29500000001,2688277.6069999998,GL31
520,234771.67600000001,2687352.8870000001,GL31
521,233816.38800000001,2687761.355,GL31
522,233164.14600000001,2687905.7450000001,GL31
523,233819.98499999999,2687539.4369999999,GL31
524,233611.43400000001,2687506.3700000001,GL31
525,236008.35800000001,2688931.1860000002,GL31
526,235495.08100000001,2688058.3459999999,GL31
527,233468.60000000001,2688780.4240000001,GL31
528,239243.15100000001,2687831.6039999998,GL31
