FEEDER,CAPACITY
﻿G362,10591.8
﻿G363,10991.2
﻿G364,10980.2
﻿G365,10837.4
﻿G366,11000.0
﻿G367,10985.5
﻿G368,11000.0
﻿G371,11000.0
﻿G372,10438.7
﻿G373,10673.0
﻿G374,10943.8
﻿G375,10489.3
﻿G376,11000.0
﻿G377,10985.2
﻿G378,9740.9
﻿G431,5406.8
﻿G432,5474.8
﻿G433,5378.7
﻿G434,5403.4
﻿G435,5483.2
﻿G441,5500.0
﻿G442,5500.0
﻿G443,3491.2
﻿G444,5460.4
﻿G445,5476.8
﻿G461,9996.3
﻿G462,10990.5
﻿G463,10970.9
﻿G464,11000.0
﻿G465,10968.3
﻿G471,9513.7
﻿G472,10380.8
﻿G473,10950.4
﻿G474,10970.1
﻿G525,5224.3
﻿G526,5458.7
﻿G527,5500.0
﻿G528,0.0
﻿G529,4933.6
﻿G535,5500.0
﻿G536,5247.5
﻿G537,5500.0
﻿G538,5500.0
﻿G539,4798.8
﻿G550,9686.0
﻿G551,9525.0
﻿G552,10032.7
﻿G553,10947.7
﻿G554,9444.5
﻿G560,9829.3
﻿G561,9000.0
﻿G564,10882.4
﻿G720,5381.6
﻿G721,3400.0
﻿G722,5464.6
﻿G723,4127.3
﻿G724,5457.2
﻿G725,4956.7
﻿G726,5240.6
﻿G727,5439.7
﻿G728,5489.2
﻿G729,5050.0
﻿G730,5418.2
﻿G731,5464.9
﻿G732,2900.0
﻿G733,0.0
﻿G735,5385.4
﻿G736,3330.0
﻿G737,5234.6
﻿G738,4711.8
﻿G921,5500.0
﻿G922,4561.0
﻿G923,5302.1
﻿G924,5391.6
﻿G925,5500.0
﻿G926,5500.0
﻿G927,5500.0
﻿G928,5116.6
﻿G929,4921.9
﻿G931,5500.0
﻿G932,5500.0
﻿G933,5488.1
﻿G934,5138.6
﻿G935,4011.2
﻿G936,5500.0
﻿G937,5500.0
﻿G938,5094.0
﻿G939,4196.7
﻿GA21,5491.4
﻿GA22,5500.0
﻿GA23,5335.8
﻿GA24,5277.3
﻿GA25,5476.6
﻿GA26,5500.0
﻿GA27,5500.0
﻿GA29,5500.0
﻿GA30,5500.0
﻿GA31,5476.1
﻿GC71,10992.8
﻿GC72,10969.6
﻿GC73,10951.2
﻿GC74,10487.8
﻿GC75,10980.0
﻿GC76,10996.0
﻿GC77,11000.0
﻿GC78,11000.0
﻿GC79,11000.0
﻿GC7A,11000.0
﻿GC7B,10954.0
﻿GC7C,10500.2
﻿GC7D,10938.6
﻿GC7F,10933.1
﻿GC7G,10980.2
﻿GC7H,10988.4
﻿GD51,10977.9
﻿GD52,11000.0
﻿GD53,11000.0
﻿GD54,10979.7
﻿GD55,10972.5
﻿GD56,0.0
﻿GD57,11000.0
﻿GD58,10978.2
﻿GD71,10980.2
﻿GD72,11000.0
﻿GD73,10991.9
﻿GD74,11000.0
﻿GD75,11000.0
﻿GD76,10974.9
﻿GD77,10518.7
﻿GD78,11000.0
﻿GE21,5500.0
﻿GE22,5481.8
﻿GE23,5376.9
﻿GE24,5485.4
﻿GE25,5495.0
﻿GE26,5500.0
﻿GE27,5500.0
﻿GE28,5258.8
﻿GE29,5496.4
﻿GE30,5500.0
﻿GE31,5418.4
﻿GE32,5482.4
﻿GE33,5484.3
﻿GE34,5500.0
﻿GE35,5319.3
﻿GF21,5500.0
﻿GF22,0.0
﻿GF23,5284.7
﻿GF24,5482.0
﻿GF25,4954.1
﻿GF26,5500.0
﻿GF28,5500.0
﻿GF29,5500.0
﻿GF30,5035.9
﻿GG21,5209.3
﻿GG22,4827.2
﻿GG23,5419.9
﻿GG24,5374.5
﻿GG25,5283.5
﻿GG26,5317.6
﻿GG27,4737.0
﻿GG28,5223.5
﻿GG31,5379.1
﻿GG32,5489.8
﻿GG33,5288.6
﻿GG34,5500.0
﻿GG35,5401.9
﻿GG36,5477.2
﻿GG37,5352.8
﻿GG38,5472.9
﻿GG41,5344.7
﻿GG42,5358.2
﻿GG43,5043.2
﻿GG44,5491.5
﻿GG45,4621.1
﻿GG46,5483.0
﻿GG47,5500.0
﻿GG48,4130.0
﻿GH21,5350.5
﻿GH22,5490.2
﻿GH23,5500.0
﻿GH24,5500.0
﻿GH25,5204.4
﻿GH26,5381.9
﻿GH27,4257.3
﻿GH29,5000.1
﻿GH30,5332.9
﻿GH31,5300.4
﻿GH32,5494.5
﻿GH33,4912.3
﻿GH34,4791.1
﻿GH41,5483.0
﻿GH42,5070.3
﻿GH43,5267.3
﻿GH44,5314.3
﻿GH45,5500.0
﻿GH49,2916.3
﻿GI21,5500.0
﻿GI22,5464.0
﻿GI23,4976.6
﻿GI24,5454.0
﻿GI25,5435.6
﻿GI31,5435.9
﻿GI32,5485.0
﻿GI33,5073.0
﻿GI34,5500.0
﻿GI35,5337.7
﻿GJ21,4399.7
﻿GJ22,5000.8
﻿GJ25,5500.0
﻿GJ26,5450.5
﻿GJ27,5436.8
﻿GJ28,4560.7
﻿GJ29,5500.0
﻿GJ30,5264.0
﻿GJ71,10860.8
﻿GJ74,10230.9
﻿GJ75,10755.3
﻿GJ7D,10293.9
﻿GJ7F,11000.0
﻿GK21,5490.0
﻿GK22,4839.7
﻿GK23,5385.0
﻿GK24,2417.7
﻿GK25,5490.8
﻿GK26,5500.0
﻿GK27,5120.9
﻿GK28,5480.2
﻿GK29,4981.7
﻿GK30,5500.0
﻿GK31,0.0
﻿GK32,5441.9
﻿GK33,5311.0
﻿GK34,5500.0
﻿GK35,4450.2
﻿GK41,5067.3
﻿GK42,5459.1
﻿GK43,3451.1
﻿GK44,5448.3
﻿GK45,5263.9
﻿GL21,5500.0
﻿GL22,5500.0
﻿GL23,5387.5
﻿GL24,5428.9
﻿GL25,4830.1
﻿GL31,5500.0
﻿GL32,5366.1
﻿GL33,5067.0
﻿GL34,4718.6
﻿GL35,4988.0
﻿GL41,5500.0
﻿GL42,4953.5
﻿GL43,5281.4
﻿GL44,5500.0
﻿GL45,5330.0
﻿GM21,5500.0
﻿GM22,5300.0
﻿GM23,5157.2
﻿GM24,5500.0
﻿GM25,5480.2
﻿GM26,4576.1
﻿GM27,5208.1
﻿GM28,5456.3
﻿GM29,5347.9
﻿GM30,3500.1
﻿GM31,4984.6
﻿GM32,5241.3
﻿GM33,5463.9
﻿GM34,4965.8
﻿GM35,5302.9
﻿GN21,5500.0
﻿GN22,5407.7
﻿GN23,5389.6
﻿GN24,5021.9
﻿GN25,3876.7
﻿GN26,5182.6
﻿GN27,4896.7
﻿GN28,5361.9
﻿GN29,5112.7
﻿GN30,3346.4
﻿GO20,5464.8
﻿GO21,5433.8
﻿GO22,4094.8
﻿GO23,5373.7
﻿GO24,5500.0
﻿GO25,5400.5
﻿GO26,5056.6
﻿GO27,5500.0
﻿GO28,4180.0
﻿GO29,5470.4
﻿GO30,5480.8
﻿GO31,5459.7
﻿GO32,5294.3
﻿GO33,5489.2
﻿GO34,5028.1
﻿GO35,5500.0
﻿GO36,5281.0
﻿GO37,4980.0
﻿GO38,4762.8
﻿GO39,5052.6
﻿GP21,5414.3
﻿GP22,5489.1
﻿GP23,5432.7
﻿GP24,5500.0
﻿GP25,5200.1
﻿GP26,5393.3
﻿GP27,5477.9
﻿GP28,5492.5
﻿GP29,5500.0
﻿GP30,5489.2
﻿GP41,5500.0
﻿GP42,5500.0
﻿GP43,5489.6
﻿GP44,5482.0
﻿GP45,5500.0
﻿GQ21,5500.0
﻿GQ22,5186.9
﻿GQ23,5500.0
﻿GQ24,5500.0
﻿GQ25,5357.2
﻿GQ31,5491.6
﻿GQ32,5500.0
﻿GQ33,5494.4
﻿GQ34,4979.5
﻿GQ35,4355.9
﻿GQ50,10776.2
﻿GQ51,11000.0
﻿GQ52,11000.0
﻿GQ53,10990.3
﻿GQ54,10966.9
﻿GQ60,9581.2
﻿GQ61,10972.8
﻿GQ62,11000.0
﻿GQ63,10991.0
﻿GQ71,10868.2
﻿GQ72,11000.0
﻿GQ73,10567.1
﻿GQ74,10980.5
﻿GQ75,10875.2
﻿GQ76,11000.0
﻿GQ77,11000.0
﻿GQ78,10927.6
﻿GR21,5427.5
﻿GR22,5500.0
﻿GR23,5465.2
﻿GR24,5387.0
﻿GR25,5500.0
﻿GR26,5461.1
﻿GR27,5500.0
﻿GR28,5500.0
﻿GR29,5337.7
﻿GR30,5403.6
﻿GR31,5500.0
﻿GR32,5390.8
﻿GR33,5500.0
﻿GR34,5012.6
﻿GR35,5101.0
﻿GR41,5500.0
﻿GR42,5500.0
﻿GR43,5309.3
﻿GR44,4276.2
﻿GR45,5500.0
﻿GS51,11000.0
﻿GS52,10995.2
﻿GS53,10986.6
﻿GS54,11000.0
﻿GS55,10993.0
﻿GS56,10755.9
﻿GS57,10980.2
﻿GS58,11000.0
﻿GS59,11000.0
﻿GS60,10900.3
﻿GS61,11000.0
﻿GS62,10355.3
﻿GS71,11000.0
﻿GS72,11000.0
﻿GS73,10828.0
﻿GS74,10994.0
﻿GS75,11000.0
﻿GS76,10997.9
﻿GT51,10874.4
﻿GT52,11000.0
﻿GT53,10564.7
﻿GT54,11000.0
﻿GT55,11000.0
﻿GT56,10397.8
﻿GT61,0.0
﻿GT62,10176.3
﻿GT63,11000.0
﻿GT64,10640.2
﻿GT65,10832.8
﻿GT66,10901.7
﻿GT71,10999.0
﻿GT72,10776.8
﻿GT73,10692.6
﻿GT74,11000.0
﻿GT75,10970.9
﻿GT76,11000.0
﻿GU51,11000.0
﻿GU52,11000.0
﻿GU53,11000.0
﻿GU54,11000.0
﻿GU55,10900.2
﻿GU56,11000.0
﻿GU57,10756.6
﻿GU58,10850.8
﻿GU61,11000.0
﻿GU62,10548.4
﻿GU63,10667.3
﻿GU64,10948.4
﻿GU65,10944.9
﻿GU66,10746.2
﻿GU67,10939.4
﻿GU68,10709.7
﻿GU71,10990.4
﻿GU72,11000.0
﻿GU73,11000.0
﻿GU74,11000.0
﻿GU75,10768.6
﻿GU76,10976.4
﻿GU77,10650.5
﻿GU78,10733.6
﻿GV51,10990.7
﻿GV52,11000.0
﻿GV53,11000.0
﻿GV54,9925.1
﻿GV61,11000.0
﻿GV62,11000.0
﻿GV63,11000.0
﻿GV64,11000.0
﻿GV65,11000.0
﻿GV71,11000.0
﻿GV72,11000.0
﻿GV73,10982.9
﻿GV74,11000.0
﻿GV75,11000.0
﻿GW21,5492.3
﻿GW22,5202.0
﻿GW23,4030.0
﻿GW24,5195.9
﻿GW25,5205.1
﻿GW31,5400.4
﻿GW32,5133.6
﻿GW33,5420.7
﻿GW34,5408.0
﻿GW35,5490.4
﻿GW41,5448.0
﻿GW42,5486.1
﻿GW43,5110.7
﻿GW44,5477.2
﻿GW45,5500.0
﻿GX21,5442.2
﻿GX22,5205.3
﻿GX23,5480.3
﻿GX24,4402.0
﻿GX25,5500.0
﻿GX26,4504.3
﻿GX27,5340.3
﻿GX28,5500.0
﻿GX29,5474.1
﻿GX30,5271.8
﻿GX31,5258.7
﻿GX32,5376.2
﻿GX33,5071.0
﻿GX34,5364.5
﻿GX35,3599.6
﻿GY21,5265.0
﻿GY22,5500.0
﻿GY23,5500.0
﻿GY25,5500.0
﻿GY26,5500.0
﻿GY27,5341.6
﻿GY28,5449.6
﻿GZ21,5018.5
﻿GZ22,5500.0
﻿H220,5500.0
﻿H221,5500.0
﻿H222,5481.4
﻿H224,5444.0
﻿H225,5412.0
﻿H226,5500.0
﻿H227,5347.1
﻿H228,5270.6
﻿H229,3930.0
﻿H230,5436.4
﻿H231,5467.2
﻿H232,5441.0
﻿H233,5468.8
﻿H234,5187.9
﻿H235,5480.2
﻿H236,5500.0
﻿H237,4974.6
﻿H238,1490.0
﻿H320,5443.6
﻿H321,5488.0
﻿H322,5442.3
﻿H323,5108.6
﻿H324,5359.5
﻿H325,5481.1
﻿H326,5480.3
﻿H327,5500.0
﻿H328,5395.8
﻿H329,5500.0
﻿H330,5252.8
﻿H331,5500.0
﻿H332,5500.0
﻿H333,5500.0
﻿H334,5387.7
﻿H335,5500.0
﻿H336,5425.0
﻿H337,4925.7
﻿H338,5500.0
﻿H339,5500.0
﻿H460,11000.0
﻿H461,9501.1
﻿H462,11000.0
﻿H463,11000.0
﻿H464,11000.0
﻿H465,10300.4
﻿H466,10802.0
﻿H467,10153.1
﻿H468,10928.6
﻿H469,11000.0
﻿H470,11000.0
﻿H471,10752.8
﻿H472,10741.2
﻿H475,10900.2
﻿H476,11000.0
﻿H477,10000.3
﻿H478,11000.0
﻿H730,5500.0
﻿H731,5500.0
﻿H732,5488.6
﻿H733,5482.7
﻿H734,5221.8
﻿H735,5476.9
﻿H736,5500.0
﻿H737,5489.2
﻿H738,4976.3
﻿H739,5388.5
﻿H740,5452.8
﻿H741,5500.0
﻿H742,5500.0
﻿H743,5500.0
﻿H744,5490.1
﻿H745,5430.4
﻿H746,4757.7
﻿H747,5500.0
﻿H748,5220.9
﻿H749,5500.0
﻿H850,10870.4
﻿H851,11000.0
﻿H852,8098.1
﻿H853,10958.7
﻿H854,11000.0
﻿H855,8122.0
﻿H856,10706.9
﻿H858,8598.2
﻿H859,11000.0
﻿H860,11000.0
﻿H861,10989.8
﻿H865,11000.0
﻿H867,8884.2
﻿H920,4890.5
﻿H921,5170.0
﻿H922,5500.0
﻿H923,0.0
﻿H924,5500.0
﻿H925,3870.0
﻿H95A,4268.5
﻿H95B,7368.9
﻿H95F,7781.5
﻿H95G,8803.0
﻿HA21,5500.0
﻿HA22,5477.2
﻿HA23,5500.0
﻿HA24,5500.0
﻿HA25,5457.2
﻿HA26,5488.6
﻿HA27,5480.0
﻿HA28,5401.2
﻿HA29,3672.5
﻿HA30,4409.6
﻿HA41,5500.0
﻿HA42,5330.8
﻿HA43,4698.4
﻿HA44,5270.3
﻿HA45,5500.0
﻿HB20,5427.4
﻿HB21,5420.5
﻿HB22,5449.2
﻿HB23,5500.0
﻿HB24,5500.0
﻿HB25,5500.0
﻿HB26,5487.2
﻿HB27,5490.3
﻿HB28,5125.1
﻿HB29,5500.0
﻿HB30,5447.2
﻿HB31,5439.2
﻿HB32,4373.8
﻿HB33,5480.2
﻿HB34,5473.6
﻿HB35,5004.0
﻿HB36,5500.0
﻿HB38,5431.7
﻿HB39,5450.4
﻿HB40,5363.9
﻿HB41,5292.0
﻿HB42,5500.0
﻿HB43,5285.0
﻿HB45,4950.2
﻿HB46,5358.5
﻿HB47,5482.4
﻿HB48,5465.6
﻿HB49,5484.4
﻿HC21,5500.0
﻿HC22,5445.0
﻿HC23,5500.0
﻿HC24,5481.5
﻿HC25,5395.3
﻿HC26,5500.0
﻿HC27,5500.0
﻿HC28,5381.6
﻿HC29,5414.3
﻿HC30,5385.3
﻿HC41,5281.6
﻿HC42,5474.2
﻿HC43,5386.6
﻿HC44,5492.0
﻿HC45,5456.9
﻿HD21,5380.3
﻿HD22,4370.6
﻿HD23,5216.8
﻿HD24,5252.9
﻿HD26,5500.0
﻿HD28,5401.8
﻿HD29,3860.4
﻿HD30,4037.7
﻿HE21,5480.6
﻿HE22,5433.5
﻿HE23,2994.1
﻿HE25,5212.9
﻿HE26,3081.2
﻿HE27,819.6
﻿HE28,5500.0
﻿HE29,1062.6
﻿HE31,4837.7
﻿HE32,5166.4
﻿HE41,5278.7
﻿HE42,1012.5
﻿HE43,5481.1
﻿HE44,5500.0
﻿HE45,5500.0
﻿HE46,5500.0
﻿HF20,5380.5
﻿HF21,5093.4
﻿HF22,5480.5
﻿HF23,967.5
﻿HF24,5089.1
﻿HF30,5038.6
﻿HF31,4946.2
﻿HF33,4213.4
﻿HF34,5500.0
﻿HF55,6515.3
﻿HF56,10102.1
﻿HF57,6042.9
﻿HF58,10673.0
﻿HF59,11000.0
﻿HF66,10000.4
﻿HF67,9201.2
﻿HF68,4263.8
﻿HF69,11000.0
﻿HG21,4311.9
﻿HG22,4045.1
﻿HG23,5483.6
﻿HG24,4852.5
﻿HG25,4367.8
﻿HG26,4229.7
﻿HG27,5500.0
﻿HG28,5228.7
﻿HG29,5037.0
﻿HG30,5270.8
﻿HG41,5500.0
﻿HG42,5338.8
﻿HG43,5480.8
﻿HG44,5500.0
﻿HG45,4214.9
﻿HH51,10980.7
﻿HH52,11000.0
﻿HH53,11000.0
﻿HH54,11000.0
﻿HH55,10991.6
﻿HH56,10628.3
﻿HH61,10901.1
﻿HH62,10410.1
﻿HH63,10604.7
﻿HH64,10996.9
﻿HH65,10459.1
﻿HH66,11000.0
﻿HH71,10923.2
﻿HH72,10925.0
﻿HH73,10991.5
﻿HH74,10992.9
﻿HH75,10991.0
﻿HH76,10905.0
﻿HI20,5500.0
﻿HI21,5422.1
﻿HI23,4342.1
﻿HI24,4855.7
﻿HI25,5446.7
﻿HI27,1820.0
﻿HI28,4180.0
﻿HI29,5266.7
﻿HI30,5486.5
﻿HI31,5500.0
﻿HI32,5480.2
﻿HI33,5500.0
﻿HI34,5496.0
﻿HI35,4713.4
﻿HI36,5500.0
﻿HI38,5473.4
﻿HI39,5410.3
﻿HJ51,10967.4
﻿HJ52,10992.7
﻿HJ53,10914.9
﻿HJ54,10979.0
﻿HJ55,10981.7
﻿HJ56,11000.0
﻿HJ61,10948.9
﻿HJ62,10834.6
﻿HJ63,11000.0
﻿HJ64,11000.0
﻿HJ65,10980.8
﻿HJ66,10279.7
﻿HJ71,10500.2
﻿HJ72,10980.2
﻿HJ73,11000.0
﻿HJ74,11000.0
﻿HJ75,11000.0
﻿HJ76,11000.0
﻿HK21,5199.3
﻿HK22,5478.8
﻿HK23,5500.0
﻿HK24,5400.2
﻿HK25,4648.9
﻿HK26,5280.4
﻿HK27,5113.0
﻿HK28,5076.1
﻿HK29,5486.7
﻿HK31,5500.0
﻿HK34,5494.6
﻿HK35,5500.0
﻿HL21,5500.0
﻿HL22,5500.0
﻿HL25,5452.2
﻿HL26,5500.0
﻿HL27,5500.0
﻿HL28,5500.0
﻿HL29,5480.9
﻿HL30,5500.0
﻿HL31,5500.0
﻿HL32,5500.0
﻿HL33,5043.8
﻿HL36,5480.6
﻿HL37,5464.0
﻿HM20,5500.0
﻿HM21,5482.8
﻿HM22,5246.5
﻿HM23,5371.2
﻿HM24,5295.8
﻿HM25,5500.0
﻿HM26,4793.5
﻿HM27,5041.3
﻿HM28,5459.6
﻿HM29,5438.6
﻿HM30,5495.8
﻿HM31,5446.6
﻿HM32,5240.2
﻿HM33,5493.6
﻿HM34,5457.0
﻿HM35,5433.9
﻿HM36,5280.4
﻿HM37,5500.0
﻿HM38,5421.9
﻿HM39,5500.0
﻿HM40,5204.3
﻿HM41,5104.7
﻿HM42,5480.4
﻿HM43,5500.0
﻿HM44,5422.8
﻿HM45,5283.0
﻿HM46,5426.8
﻿HM47,5370.8
﻿HM48,5500.0
﻿HM49,5432.0
﻿HN21,5500.0
﻿HN22,5496.9
﻿HN31,5500.0
﻿HO22,5382.7
﻿HO31,5500.0
﻿HP21,5500.0
﻿HP22,5500.0
﻿HP23,5500.0
﻿HP25,5500.0
﻿HP26,5478.6
﻿HP27,5500.0
﻿HP28,5500.0
﻿HP29,3312.1
﻿HP30,5500.0
﻿HP31,5461.8
﻿HP33,5500.0
﻿HP35,5500.0
﻿HP36,5470.4
﻿HP37,5500.0
﻿HP38,5500.0
﻿HQ21,5480.0
﻿HQ22,5062.4
﻿HQ23,5491.3
﻿HQ24,5440.6
﻿HQ25,5304.1
﻿HQ26,5500.0
﻿HQ27,5488.7
﻿HQ28,5500.0
﻿HQ29,5500.0
﻿HQ30,5500.0
﻿HQ31,5447.2
﻿HQ32,4727.9
﻿HQ33,5213.7
﻿HQ34,5478.4
﻿HQ35,5500.0
﻿HQ36,4646.4
﻿HQ37,5482.8
﻿HQ38,5219.3
﻿HQ39,5371.4
﻿HR21,5500.0
﻿HR22,5500.0
﻿HR23,5491.0
﻿HR24,5500.0
﻿HR25,5254.2
﻿HR31,5470.8
﻿HR32,5500.0
﻿HR33,5468.0
﻿HR34,5500.0
﻿HR35,5474.8
﻿HR50,11000.0
﻿HR51,11000.0
﻿HR52,11000.0
﻿HR53,10848.2
﻿HR54,11000.0
﻿HR60,10990.0
﻿HR61,10749.1
﻿HR62,10285.9
﻿HR63,10987.0
﻿HR71,9950.1
﻿HR72,11000.0
﻿HR73,11000.0
﻿HR74,10554.5
﻿HR75,10897.6
﻿HR76,11000.0
﻿HR77,10985.0
﻿HR78,11000.0
﻿HS21,5308.5
﻿HS22,4947.3
﻿HS23,5387.8
﻿HS24,4500.4
﻿HS25,4706.2
﻿HS33,5500.0
﻿HS35,4545.3
﻿HS36,4730.0
﻿HS37,5500.0
﻿HS38,4850.1
﻿HS41,5227.9
﻿HS42,5500.0
﻿HS43,4300.6
﻿HS44,4980.5
﻿HS45,5496.0
﻿HT31,5231.3
﻿HT32,5500.0
﻿HT33,5500.0
﻿HT34,5259.5
﻿HT36,5486.8
﻿HT41,5500.0
﻿HT42,5500.0
﻿HT43,5500.0
﻿HT44,5500.0
﻿HT45,5500.0
﻿HT46,5500.0
﻿HT61,10974.7
﻿HT62,10337.6
﻿HT63,8231.1
﻿HT64,10995.7
﻿HT65,10638.3
﻿HT66,11000.0
﻿HT71,9501.1
﻿HT72,11000.0
﻿HT73,10509.8
﻿HT75,11000.0
﻿HT76,10736.5
﻿HT77,10414.4
﻿HT78,10394.1
﻿HU21,5392.5
﻿HU22,0.0
﻿HU23,5328.4
﻿HU24,2930.3
﻿HU25,5500.0
﻿HU31,5500.0
﻿HU32,4826.8
﻿HU33,2550.0
﻿HU34,0.0
﻿HU35,5152.4
﻿HV20,5500.0
﻿HV21,5350.0
﻿HV22,5362.8
﻿HV23,5484.1
﻿HV24,5450.7
﻿HV25,5339.9
﻿HV26,5500.0
﻿HV27,5432.7
﻿HV28,5446.3
﻿HV29,5500.0
﻿HV30,4618.7
﻿HV31,5480.5
﻿HV32,5379.0
﻿HV33,5451.4
﻿HV34,5500.0
﻿HV35,5483.1
﻿HV36,5500.0
﻿HV37,5480.2
﻿HV38,4823.7
﻿HV39,5500.0
﻿HW20,5500.0
﻿HW21,5500.0
﻿HW22,5213.2
﻿HW23,5205.7
﻿HW24,5227.2
﻿HW25,5030.1
﻿HW26,4940.7
﻿HW27,5500.0
﻿HW28,4817.0
﻿HW29,5434.8
﻿HW30,3901.4
﻿HW31,5500.0
﻿HW32,5500.0
﻿HW33,5500.0
﻿HW34,5400.0
﻿HW35,5500.0
﻿HW36,5400.2
﻿HW37,5500.0
﻿HW38,5500.0
﻿HW39,5005.9
﻿HW71,11000.0
﻿HW72,11000.0
﻿HW73,10987.9
﻿HW74,10994.0
﻿HW75,10316.9
﻿HW76,11000.0
﻿HW77,8690.0
﻿HW78,11000.0
﻿HX20,5330.0
﻿HX21,5500.0
﻿HX22,5434.3
﻿HX23,5439.8
﻿HX24,5500.0
﻿HX25,5443.9
﻿HX26,5500.0
﻿HX27,5455.5
﻿HX28,5500.0
﻿HX29,5493.0
﻿HX35,5410.0
﻿HX36,5500.0
﻿HX37,5487.6
﻿HX39,5319.8
﻿HX60,10751.3
﻿HX61,10971.8
﻿HX62,10907.4
﻿HX71,10661.9
﻿HX72,10726.5
﻿HX73,10500.4
﻿HX74,10996.7
﻿HX75,10902.4
﻿HX76,10777.6
﻿HX77,10318.5
﻿HX78,10246.8
﻿HY21,4725.1
﻿HY22,5382.1
﻿HY23,5215.6
﻿HY24,5500.0
﻿HY25,2950.0
﻿HY31,5356.4
﻿HY32,5105.9
﻿HY33,5500.0
﻿HY34,5500.0
﻿HY35,4190.0
﻿HY50,11000.0
﻿HY51,11000.0
﻿HY52,11000.0
﻿HY53,11000.0
﻿HY54,11000.0
﻿HY60,10083.6
﻿HY61,11000.0
﻿HY62,11000.0
﻿HY63,11000.0
﻿HY64,11000.0
﻿HY71,11000.0
﻿HY72,11000.0
﻿HY73,10714.0
﻿HY75,11000.0
﻿HY76,11000.0
﻿HY77,10991.0
﻿HY78,10900.3
﻿HY7A,11000.0
﻿HZ21,5302.9
﻿HZ22,5464.1
﻿HZ23,5404.4
﻿HZ24,5500.0
﻿HZ25,5098.8
﻿HZ31,5500.0
﻿HZ32,5418.2
﻿HZ33,5490.4
﻿HZ34,5485.0
