ROWNUM,X,Y,FEEDER
﻿1,276879.77399999998,2763472.2310000001,EC25
﻿2,275870,2741180,EE21
﻿3,276219.77899999998,2741410.4169999999,EE21
﻿4,262819.71899999998,2753795.8909999998,EF21
﻿5,262831.52600000001,2753647.588,EF21
﻿6,263471.522,2753176.9500000002,EF21
﻿7,263073.641,2754686.5260000001,EF21
﻿8,262837.05499999999,2753905.7599999998,EF21
﻿9,262776.34499999997,2755066.4670000002,EF21
﻿10,263201.12800000003,2753112.5529999998,EF21
﻿11,263125.10499999998,2754669.3990000002,EF21
﻿12,263653.36700000003,2754754.8569999998,EF21
﻿13,263224.06699999998,2754685.142,EF21
﻿14,263502.13400000002,2753278.1600000001,EF21
﻿15,263108.14899999998,2754769.892,EF21
﻿16,263193.962,2755099.693,EF21
﻿17,262832.28999999998,2753833.6899999999,EF21
﻿18,263150.462,2754807.037,EF21
﻿19,263155.88500000001,2753312.3059999999,EF21
﻿20,262902.49200000003,2753450.628,EF21
﻿21,262770.299,2753694.4559999998,EF21
﻿22,263371.79599999997,2755047.9389999998,EF21
﻿23,262858.07500000001,2755120.5819999999,EF21
﻿24,263422.77299999999,2753318.5,EF21
﻿25,263084.55300000001,2754836.9920000001,EF21
﻿26,262904.07400000002,2754755.4950000001,EF21
﻿27,262652.88500000001,2754695.1710000001,EF21
﻿28,263263.96299999999,2753234.659,EF21
﻿29,263184.29800000001,2753429.102,EF21
﻿30,263199.26799999998,2754740.9530000002,EF21
﻿31,262894.37,2754193.983,EF21
﻿32,262978.79200000002,2754154.7000000002,EF21
﻿33,263080.21000000002,2754364.335,EF21
﻿34,262928.484,2754285.406,EF21
﻿35,263129.78999999998,2754476.7749999999,EF21
﻿36,262530.364,2754660.861,EF21
﻿37,262934.45799999998,2755150.9330000002,EF21
﻿38,262559.14600000001,2754574.9700000002,EF21
﻿39,262997.80300000001,2754249.6179999998,EF21
﻿40,263173.57799999998,2754347.9959999998,EF21
﻿41,262455.75,2754621.9270000001,EF21
﻿42,263100.09999999998,2754409.8399999999,EF21
﻿43,262976.79100000003,2754719.8110000002,EF21
﻿44,261251.60200000001,2754908.091,EF22
﻿45,262798.54999999999,2755278.7889999999,EF22
﻿46,260585.62299999999,2754841.7930000001,EF22
﻿47,261338.73300000001,2754875.5440000002,EF27
﻿48,260875.326,2754172.909,EF27
﻿49,261041.34899999999,2754178.9219999998,EF27
﻿50,260953.83600000001,2754598.452,EF27
﻿51,261185.965,2754611.0589999999,EF27
﻿52,261240.82199999999,2754327.1299999999,EF27
﻿53,260519.80900000001,2753742.0809999998,EF27
﻿54,261019.204,2754416.9100000001,EF27
﻿55,260893.78,2754632.6469999999,EF27
﻿56,260436.30100000001,2754220.2940000002,EF27
﻿57,260544.378,2754203.551,EF27
﻿58,260701.663,2754197.2050000001,EF27
﻿59,261108.31200000001,2754206.6499999999,EF27
﻿60,260918.30799999999,2754011.3500000001,EF29
﻿61,262075.603,2755223.2280000001,EF29
﻿62,260779.228,2753962.6519999998,EF29
﻿63,261068.57999999999,2753993.2680000002,EF29
﻿64,262564.984,2754848.0320000001,EF29
﻿65,262361.364,2754436.3849999998,EF29
﻿66,260807.927,2753820.8289999999,EF29
﻿67,263156.15999999997,2754538.5049999999,EF29
﻿68,263058.49300000002,2753972.5550000002,EF29
﻿69,263097.17999999999,2754021.3220000002,EF29
﻿70,262939.60200000001,2754821.7560000001,EF29
﻿71,262998.57799999998,2754759.264,EF29
﻿72,263527.728,2754253.7280000001,EF29
﻿73,261590,2754590,EF29
﻿74,263517.21000000002,2754312.0860000001,EF29
﻿75,261347.41800000001,2754012.0520000001,EF29
﻿76,261276.538,2754111.7140000002,EF29
﻿77,261635,2753984.6570000001,EF29
﻿78,262663.42700000003,2754804.4819999998,EF29
﻿79,261822.69899999999,2753916.4070000001,EF29
﻿80,262152.70000000001,2754454.7829999998,EF29
﻿81,261573.39499999999,2753671.0329999998,EF29
﻿82,262890.071,2753927.4610000001,EF29
﻿83,261685.79199999999,2753879.9720000001,EF29
﻿84,262978.38699999999,2753893.7050000001,EF29
﻿85,261475.93799999999,2753982.091,EF29
﻿86,261397.07699999999,2753982.0699999998,EF29
﻿87,262762.03499999997,2754608.585,EF29
﻿88,261231.17300000001,2753981.463,EF29
﻿89,262817.44400000002,2752853.4640000002,EF29
﻿90,262606.49200000003,2753525.1379999998,EF29
﻿91,261783.584,2753969.2940000002,EF29
﻿92,262027.11900000001,2754563.679,EF29
﻿93,262056.04300000001,2752850.324,EF29
﻿94,261964.69699999999,2754131.665,EF29
﻿95,262207.93699999998,2754940.827,EF29
﻿96,263265.36499999999,2754078.2170000002,EF29
﻿97,262533.88199999998,2753289.8990000002,EF29
﻿98,263140.36200000002,2754648.7579999999,EF29
﻿99,260964.652,2753927.156,EF29
﻿100,263428.35999999999,2754235.6200000001,EF29
﻿101,260824.89999999999,2753826.0090000001,EF29
﻿102,262472.76899999997,2754515.2409999999,EF29
﻿103,263340.946,2754203.4900000002,EF29
﻿104,262389.70699999999,2753392.2880000002,EF29
﻿105,260874.27900000001,2753925.8050000002,EF29
﻿106,262352.46999999997,2752997.1680000001,EF29
﻿107,261269.50200000001,2754592.6630000002,EF29
﻿108,261979.209,2754380.4789999998,EF29
﻿109,262561.20799999998,2753371.1660000002,EF29
﻿110,262574.08600000001,2753417.1740000001,EF29
﻿111,261722.32000000001,2754022.0529999998,EF29
﻿112,262610.24599999998,2753493.4720000001,EF29
﻿113,261395.73000000001,2754264.341,EF29
﻿114,261803.06400000001,2754117.0389999999,EF29
﻿115,262615.77000000002,2753037.7880000002,EF29
﻿116,263188.67200000002,2754359.4679999999,EF29
﻿117,262466.33199999999,2753517.395,EF29
﻿118,261784.35200000001,2754302.8530000001,EF29
﻿119,262404.016,2753410.702,EF29
﻿120,262070.58600000001,2753043.4139999999,EF29
﻿121,262450.74599999998,2753643.6779999998,EF29
﻿122,261402.09099999999,2754600.537,EF29
﻿123,262605.82799999998,2753776.057,EF29
﻿124,262798.97999999998,2752961.5120000001,EF29
﻿125,262048.11199999999,2753833.5430000001,EF29
﻿126,261281.33900000001,2754367.3820000002,EF29
﻿127,261400.05300000001,2754366.7089999998,EF29
﻿128,263272.50300000003,2754333.54,EF29
﻿129,261331.41899999999,2754434.1540000001,EF29
﻿130,261558.90400000001,2754326.8700000001,EF29
﻿131,262239.50199999998,2752936.5359999998,EF29
﻿132,263138.63799999998,2754438.4989999998,EF29
﻿133,262247.85700000002,2754427.4410000001,EF29
﻿134,261559.55499999999,2754246.7790000001,EF29
﻿135,262170.57299999997,2754390.784,EF29
﻿136,261761.685,2754217.611,EF29
﻿137,263261.69799999997,2754171.4479999999,EF29
﻿138,262090.356,2754336.716,EF29
﻿139,261920.55799999999,2754254.7949999999,EF29
﻿140,262341.14299999998,2754706.1120000002,EF29
﻿141,261585.201,2753972.0860000001,EF29
﻿142,262372.658,2754512.1510000001,EF29
﻿143,260805.96799999999,2753782.6400000001,EF29
﻿144,263283.43900000001,2754281.1359999999,EF29
﻿145,261382.5,2753666.7239999999,EF29
﻿146,261268.84899999999,2753857.182,EF29
﻿147,262702.14399999997,2754731.8840000001,EF29
﻿148,261884.43799999999,2753886.662,EF29
﻿149,263734.63099999999,2754603.1000000001,EF31
﻿150,279925.50199999998,2750601.0959999999,EG27
﻿151,279648.44099999999,2751490.895,EG27
﻿152,273080.77899999998,2748781.8799999999,EH29
﻿153,272481.08600000001,2749162.0520000001,EH31
﻿154,255377.89300000001,2765651.8110000002,EX35
﻿155,255632.56899999999,2765485.4959999998,EX35
﻿156,254948.08600000001,2765414.8909999998,EX35
﻿157,255712.35399999999,2765440.4879999999,EX35
﻿158,255435.59599999999,2765332.909,EX35
﻿159,255283.28700000001,2765372.5520000001,EX35
﻿160,256034.59700000001,2765237.9890000001,EX35
﻿161,255898.70499999999,2765318.6519999998,EX35
﻿162,255586.82000000001,2765278.625,EX35
﻿163,255787.701,2765150.074,EX35
﻿164,255692.90400000001,2765269.7779999999,EX35
﻿165,255324.859,2765944.534,EX35
﻿166,255801.45000000001,2765384.1549999998,EX35
﻿167,255181.26300000001,2765704.4530000002,EX35
﻿168,255451.27900000001,2765605.2089999998,EX35
﻿169,255537.36799999999,2765158.196,EX35
﻿170,255719.435,2765311.2310000001,EX35
﻿171,245489.997,2746195.2009999999,F201
﻿172,245778.182,2746685.977,F201
﻿173,246962.79800000001,2746435.727,F201
﻿174,246138.117,2746338.423,F201
﻿175,245967.52799999999,2745521.2289999998,F201
﻿176,245629.554,2745308.969,F201
﻿177,245702.11300000001,2746345.696,F201
﻿178,245986.872,2745392.5159999998,F201
﻿179,245745.139,2746263.9550000001,F201
﻿180,245919.924,2746386.1600000001,F201
﻿181,245775.89000000001,2746846.645,F201
﻿182,245674.86199999999,2745652.179,F201
﻿183,245588.853,2746137.9709999999,F201
﻿184,246032.342,2746010.321,F201
﻿185,245959.08100000001,2746088.2310000001,F201
﻿186,245774.946,2746520.7710000002,F201
﻿187,246074.91500000001,2746374.3670000001,F201
﻿188,245467.73999999999,2746264.9410000001,F201
﻿189,246990.639,2746503.7250000001,F201
﻿190,245876.99799999999,2746147.0729999999,F201
﻿191,245737.86199999999,2745367.1439999999,F201
﻿192,245962,2746682,F201
﻿193,245693.71400000001,2746061.676,F201
﻿194,245580.503,2745667.71,F201
﻿195,245776.00099999999,2745402.9989999998,F201
﻿196,245402.448,2746624.54,F201
﻿197,246104.109,2745462.7829999998,F201
﻿198,245391.28899999999,2746737.7289999998,F201
﻿199,245741.30799999999,2745591.8569999998,F201
﻿200,245674.747,2746728.0299999998,F201
﻿201,245820.20800000001,2746019.9720000001,F201
﻿202,245595.81099999999,2746539.3870000001,F201
﻿203,245698.40599999999,2745525.4279999998,F201
﻿204,245406.628,2746452.1549999998,F201
﻿205,245244.93799999999,2746862.986,F201
﻿206,245841.41899999999,2745921.5619999999,F201
﻿207,245391.54199999999,2747006.0469999998,F201
﻿208,245943.04500000001,2746420.821,F201
﻿209,246276.98800000001,2745850.7620000001,F201
﻿210,246132.70000000001,2746214.264,F201
﻿211,245752.54800000001,2746097.9199999999,F201
﻿212,245660.18700000001,2746117.4920000001,F201
﻿213,245811.921,2746468.8930000002,F201
﻿214,245717.42499999999,2746142.1200000001,F201
﻿215,245706.315,2746298.8369999998,F201
﻿216,245666.45800000001,2746619.5830000001,F201
﻿217,246587.20800000001,2745718.9419999998,F201
﻿218,246324.641,2745758.4849999999,F201
﻿219,245510.076,2746377.0600000001,F201
﻿220,248177.948,2744280.2420000001,F201
﻿221,245442.856,2746774.8509999998,F201
﻿222,245592.05900000001,2745404.6349999998,F201
﻿223,246071.00099999999,2745472.9980000001,F201
﻿224,246487.046,2745711.6030000001,F201
﻿225,245677.23300000001,2746474.1600000001,F201
﻿226,245508.45000000001,2746677.1499999999,F201
﻿227,246094.20999999999,2746302.5019999999,F201
﻿228,245466.53700000001,2745524.909,F201
﻿229,246343.68799999999,2745851.9730000002,F201
﻿230,245510.27100000001,2745589.5189999999,F201
﻿231,246051.867,2745535.352,F201
﻿232,246095.149,2745941.6609999998,F201
﻿233,245565.351,2746401.4100000001,F201
﻿234,245672.35699999999,2746214.7080000001,F201
﻿235,245970.701,2745082.27,F201
﻿236,245776.71900000001,2746469.1490000002,F201
﻿237,245494.079,2746252.0589999999,F201
﻿238,245592.728,2745313.4980000001,F201
﻿239,245686.16200000001,2745433.6949999998,F201
﻿240,245468.285,2746378.7089999998,F201
﻿241,245983.09700000001,2746195.0669999998,F201
﻿242,246028.58499999999,2746441.8399999999,F201
﻿243,245858.43799999999,2745446.0759999999,F201
﻿244,248053.696,2743834.1209999998,F202
﻿245,248128.69099999999,2743753.6919999998,F202
﻿246,245551.147,2741348.2790000001,F203
﻿247,245865.51699999999,2741917.1069999998,F203
﻿248,245865.954,2742012.8689999999,F203
