ROWNUM, X, Y, FEEDER
﻿1,280779.587,2675265.9070000001,HN31
﻿2,283775.10499999998,2675872.557,HN31
﻿3,282239.37599999999,2675402.1090000002,HN31
﻿4,283876.23300000001,2675801.5800000001,HN31
﻿5,282652.61200000002,2675977.946,HN31
﻿6,279644.663,2674916.415,HN31
﻿7,283678.54300000001,2676064.7340000002,HN31
﻿8,278063.27899999998,2670967.2459999998,HN31
﻿9,283532.76199999999,2676059.7349999999,HN31
﻿10,279507.75699999998,2674370.8130000001,HN31
﻿11,278224.21100000001,2670823.8020000001,HN31
﻿12,280865.36700000003,2675251.4879999999,HN31
﻿13,280641.06099999999,2675245.1120000002,HN31
﻿14,279608.38099999999,2674505.6320000002,HN31
﻿15,283585.14600000001,2675911.9900000002,HN31
﻿16,281020.61599999998,2675135.6940000001,HN31
﻿17,279503.10200000001,2674710.139,HN31
﻿18,280909.315,2675288.878,HN31
﻿19,279579.065,2673878.3130000001,HN31
﻿20,278356.261,2670738.8709999998,HN31
﻿21,310707.95600000001,2653037.531,PA22
﻿22,310415.14299999998,2652864.125,PA22
﻿23,310300.967,2652916.5980000002,PA22
﻿24,310374.45899999997,2652808.7080000001,PA22
﻿25,310376.05099999998,2652794.6770000001,PA22
﻿26,310371.44,2653174.5290000001,PA22
﻿27,310541.97499999998,2652672.6860000002,PA22
﻿28,310410.43300000002,2653359.1940000001,PA22
﻿29,310639.82799999998,2652935.642,PA22
﻿30,310357.36700000003,2653307.5380000002,PA22
﻿31,310484.56199999998,2653116.3390000002,PA22
﻿32,310710.21799999999,2653341.1400000001,PA22
﻿33,310427.103,2653213.5320000001,PA22
﻿34,310752.33899999998,2652972.2769999998,PA22
﻿35,310615.03999999998,2653239.9739999999,PA22
﻿36,310502.44300000003,2652756.966,PA22
﻿37,310563.967,2653093.1189999999,PA22
﻿38,310296.88400000002,2653086.798,PA22
﻿39,310453.11900000001,2653044.3560000001,PA22
﻿40,310614.32400000002,2652872.196,PA22
﻿41,310520.15100000001,2653107.8760000002,PA22
﻿42,310534.98200000002,2652709.6660000002,PA22
﻿43,310705.78700000001,2653252.077,PA22
﻿44,310535.37900000002,2653207.8309999998,PA22
﻿45,310431.57900000003,2652961.898,PA22
﻿46,310361.391,2652983.213,PA22
﻿47,310386.25400000002,2653212.503,PA22
﻿48,310492.80099999998,2652875.5669999998,PA22
﻿49,309271.29599999997,2654261.7480000001,PA23
﻿50,309378.08299999998,2653921.8679999998,PA23
﻿51,309259.01899999997,2654005.2480000001,PA23
﻿52,309960.02399999998,2654558.321,PA23
﻿53,310077.36599999998,2654391.4070000001,PA23
﻿54,309688.30300000001,2654642.6889999998,PA23
﻿55,309331.62800000003,2653850.835,PA23
﻿56,309771.53499999997,2654682.3250000002,PA23
﻿57,309186.09399999998,2654051.9920000001,PA23
﻿58,309532.31400000001,2654490.4640000002,PA23
﻿59,309456.47600000002,2654491.0720000002,PA23
﻿60,309359.71600000001,2654203.0789999999,PA23
﻿61,309332.39000000001,2654055.1320000002,PA23
﻿62,309628.02799999999,2654551.449,PA23
﻿63,309280.88500000001,2654322.1600000001,PA23
﻿64,309680.49900000001,2654735.9160000002,PA23
﻿65,309433.03600000002,2654301.4410000001,PA23
﻿66,310005.56599999999,2654411.3730000001,PA23
﻿67,309245.85200000001,2654164.8530000001,PA23
﻿68,309190.51500000001,2654173.699,PA23
﻿69,309478.32799999998,2654079.7370000002,PA23
﻿70,309346.02100000001,2654321.0040000002,PA23
﻿71,309899.60499999998,2654625.7259999998,PA23
﻿72,309388.51299999998,2654147.8360000001,PA23
﻿73,309733.30699999997,2654793.5249999999,PA23
﻿74,309566.26899999997,2654643.5240000002,PA23
﻿75,310130.00900000002,2654216.8139999998,PA23
﻿76,309185.19199999998,2653991.9759999998,PA23
﻿77,309535.60999999999,2654576.781,PA23
﻿78,309839.86900000001,2654587.0809999998,PA23
﻿79,309344.511,2654240.6140000001,PA23
﻿80,309406.66100000002,2654504.7480000001,PA23
﻿81,309506.64799999999,2653966.702,PA23
﻿82,309622.929,2654173.3169999998,PA23
﻿83,309481.14299999998,2654603.2689999999,PA23
﻿84,309215.05499999999,2654020.3130000001,PA23
﻿85,310979.27000000002,2653020.0499999998,PA24
﻿86,310977.68599999999,2653117.3139999998,PA24
﻿87,310991.33600000001,2652989.4980000001,PA24
﻿88,310816.27299999999,2653297.696,PA24
﻿89,311071.67099999997,2652882.0529999998,PA24
﻿90,310893.554,2653124.25,PA24
﻿91,311153.49099999998,2652903.6269999999,PA24
﻿92,310760.25300000003,2653440.8730000001,PA24
﻿93,311204.614,2652813.1370000001,PA24
﻿94,311071.53700000001,2652936.9190000002,PA24
﻿95,310846.109,2653334.4440000001,PA24
﻿96,310772.39199999999,2653091.5350000001,PA24
﻿97,311028.39799999999,2653001.662,PA24
﻿98,310869.54300000001,2652966.0750000002,PA24
﻿99,310867.54200000002,2653050.9070000001,PA24
﻿100,311613.60100000002,2653531.2000000002,PA28
﻿101,311485.80599999998,2653612.8450000002,PA28
﻿102,312300.79999999999,2653927.6409999998,PA28
﻿103,312164.908,2653313.182,PA28
﻿104,311674.38900000002,2652982.077,PA28
﻿105,311710.77500000002,2652961.1299999999,PA28
﻿106,312054.891,2653929.0329999998,PA28
﻿107,311390.46999999997,2653560.2540000002,PA28
﻿108,311518.00900000002,2654204.6340000001,PA28
﻿109,312334.04300000001,2654023.0520000001,PA28
﻿110,312241.10200000001,2654035.7689999999,PA28
﻿111,311916.74400000001,2653732.8190000001,PA28
﻿112,312287.80099999998,2653545.3050000002,PA28
﻿113,311891.761,2653420.5090000001,PA28
